id,date,medtype,medium,headline,value
150290181,2015-02-04T00:00:00Z,Newspaper,AD,Verdraagt ons land protest der armen?,-1
150290282,2015-05-16T00:00:00Z,Newspaper,NHD,Cijfers uit VS drukken sentiment op beurzen,-1
150290689,2015-03-04T23:00:00Z,Newspaper,NHD,"miljard euro schade door griep; 2,2",-1
150291742,2015-03-24T00:00:00Z,Newspaper,Volkskrant,Jongeren boos om 'oneerlijk' laag minimumloon,-1
150291745,2015-03-24T00:00:00Z,Newspaper,Volkskrant,Ook Europa zucht onder dure medicijnen,-1
150291782,2015-03-19T23:00:00Z,Newspaper,Volkskrant,In één dag 300 mln. aan spaargeld weg,-1
150291795,2015-03-19T00:00:00Z,Newspaper,Volkskrant,Aandelenbezit risico voor lagere overheden,-1
150291802,2015-03-19T00:00:00Z,Newspaper,Volkskrant,Kans op tijdige oplossing Griekse crisis 'minimaal',-1
150292079,2015-02-21T00:00:00Z,Newspaper,Volkskrant,Er is veel tegen een beursgang ABN Amro,-1
150292190,2015-02-11T00:00:00Z,Newspaper,Volkskrant,G20-top in teken van Grexit en dreigende valuta-oorlog,-1
150292252,2015-02-05T00:00:00Z,Newspaper,Volkskrant,Staking tegen privatisering,-1
150292287,2015-02-03T00:00:00Z,Newspaper,Volkskrant,Duitse warenhuizen Karstadt staan voor drastische sanering,-1
150292985,2015-03-02T00:00:00Z,Newspaper,Trouw,Industrie China krimpt tweede maand op rij,-1
150759520,2015-06-11T00:00:00Z,Newspaper,AD,"Help, waar zijn al die banen?",-1
150759827,2015-06-26T00:00:00Z,Newspaper,NoordelijkDagblad,'Nederland hardst geraakt bij Brexit',-1
150760005,2015-07-04T00:00:00Z,Newspaper,FD,"Geen loonoffer, wel 400 banen weg bij V&D",-1
150760402,2015-06-09T00:00:00Z,Newspaper,FD,Beleggers trekken hun geld weg van Turkse kapitaalmarkten,-1
150760433,2015-06-08T00:00:00Z,Newspaper,FD,Finse AAA-rating op de tocht bij kredietbeoordelaar Moody's,-1
150760842,2015-07-04T00:00:00Z,Newspaper,NHD,Vijftien miljoen euro schade door muizenplaag,-1
150761497,2015-06-29T00:00:00Z,Newspaper,Telegraaf,Griekse beurs ook dicht,-1
150761686,2015-06-13T00:00:00Z,Newspaper,Telegraaf,'Ik vrees voor een slecht compromis',-1
150761781,2015-06-06T00:00:00Z,Newspaper,Telegraaf,Obligatie van ver populair; 'Beleggers te negatief over opkomend schuldpapier',-1
150762167,2015-06-30T00:00:00Z,Newspaper,Volkskrant,Meeste pensioenen onder water,-1
163416476,2015-07-03T22:00:00Z,Newspaper,Telegraaf,WW teruggeschroefd,-1
163464814,2015-06-12T00:00:00Z,Newspaper,Trouw,Onverwachte stijging Griekse werkloosheid,-1
164107366,2015-06-10T00:00:00Z,Newspaper,NoordelijkDagblad,Vakbonden vrezen banenverlies bij IHC,-1
164107570,2015-07-04T00:00:00Z,Newspaper,Volkskrant,"Niet slecht, gewoon arm",-1
164107572,2015-07-04T00:00:00Z,Newspaper,Volkskrant,"V&D schrapt 400 banen, lonen hoeven niet omlaag",-1
164107712,2015-07-04T00:00:00Z,Newspaper,FD,Blok creëert tweedeling op gereguleerde huurmarkt,-1
164107913,2015-07-04T00:00:00Z,Newspaper,Trouw,"Slik die bittere Europese pil, zegt Cyprus",-1
10007,2015-02-02T10:18:37Z,Internet,4 NOS.nl,Rabobank voorspelt flinke stijging hypotheekrente,1
10009,2015-02-02T10:36:05Z,Internet,4 NOS.nl,Top Air France -KLM bespreekt kasstromen,0
10027,2015-02-02T22:23:04Z,Internet,4 NOS.nl,D66 wil reserves provincies aanspreken voor groei,-1
10037,2015-02-03T11:12:24Z,Internet,4 NOS.nl,UWV: dit jaar meer banen,1
10047,2015-02-04T07:21:22Z,Internet,4 NOS.nl,KPN: dalende omzet en winst in 2014,0
10059,2015-02-04T10:12:18Z,Internet,4 NOS.nl,Proosten op geslaagde beursgang Bols,-1
10099,2015-02-05T10:03:02Z,Internet,4 NOS.nl,Helft werknemers gaat na 65ste met pensioen,1
10101,2015-02-05T10:51:59Z,Internet,4 NOS.nl,Europa groeit voorzichtig dankzij lage energieprijzen,0
10103,2015-02-05T10:55:15Z,Internet,4 NOS.nl,Ongerustheid op Griekse financiële markten,-1
10111,2015-02-05T13:21:04Z,Internet,4 NOS.nl,Dijsselbloem: ECB heeft regels toegepast,1
10113,2015-02-05T13:53:22Z,Internet,4 NOS.nl,Export voedingsmiddelen naar Rusland opgedroogd,0
10119,2015-02-05T17:12:50Z,Internet,4 NOS.nl,Rust keert weer op beurzen,-1
10133,2015-02-06T08:28:37Z,Internet,4 NOS.nl,Niemand weet wat Poetin met Oekraïne wil',1
10151,2015-02-06T16:36:32Z,Internet,4 NOS.nl,Vakbond: Blokker voert 'stille' reorganisatie uit,0
10159,2015-02-06T18:29:10Z,Internet,4 NOS.nl,Teeven houdt vast aan korten op rechtsbijstand,-1
10213,2015-02-09T09:35:05Z,Internet,4 NOS.nl,Chinese economie verder verzwakt,1
